1547424000,22, 00:00:00
1547424600,21, 00:10:00
1547425200,23, 00:20:00
1547425800,22, 00:30:00
1547439000,20, 04:10:00
1547439600,20, 04:20:00
1547445000,21, 05:50:00
1547445600,21, 06:00:00
1547448000,21.8, 06:40:00
1547448600,21, 06:50:00
